id_barrio;barrio;origen
46610;ANZA;cobro
47582;ANZOÁTEGUI;cobro
46670;APARTADÓ;cobro
47443;APÍA;cobro
47172;APULO;cobro
46857;AQUITANIA;cobro
47262;ARACATACA;cobro
46905;ARANZAZU;cobro
47481;ARATOCA;cobro
46684;ARAUCA;cobro
46685;ARAUQUITA;cobro
47160;ARBELÁEZ;cobro
47347;ARBOLEDA;cobro
47377;ARBOLEDAS;cobro
46671;ARBOLETES;cobro
46844;ARCABUCO;cobro
46604;ARENAL;cobro
46629;ARGELIA;cobro
46976;ARGELIA;cobro
47622;ARGELIA;cobro
47255;ARIGUANÍ;cobro
46611;ARJONA;cobro
47615;ARMENIA MANTEQUILLA;cobro
47343;ARMERO GUAYABAL;cobro
46630;ARROYOHONDO;cobro
46995;ASTREA;cobro
47572;ATACO;cobro
47013;ATRATO;cobro
47061;AYAPEL;cobro
47014;BAGADÓ;cobro
47026;BAHÍA SOLANO;cobro
47030;BAJO BAUDÓ;cobro
46977;BALBOA;cobro
47444;BALBOA;cobro
46705;BARANOA;cobro
47213;BARAYA;cobro
47336;BARBACOAS;cobro
46681;BARBOSA;cobro
47518;BARBOSA;cobro
47482;BARICHARA;cobro
46974;BARRANCA DE UPÍA;cobro
47246;BARRANCAS;cobro
46646;BARRANCO DE LOBA;cobro
46913;BARRANCO MINAS;cobro
46988;BECERRIL;cobro
46896;BELALCÁZAR;cobro
46870;BELÉN;cobro
47033;BELÉN;cobro
47022;BELÉN DE BAJIRA;cobro
46718;BELÉN DE LOS ANDAQUÍES;cobro
47445;BELÉN DE UMBRÍA;cobro
46593;BELMIRA;cobro
47112;BELTRÁN;cobro
46789;BERBEO;cobro
46650;BETANIA;cobro
46879;BETÉITIVA;cobro
46651;BETULIA;cobro
47499;BETULIA;cobro
47113;BITUIMA;cobro
46811;BOAVITA;cobro
47410;BOCHALEMA;cobro
47148;BOJACÁ;cobro
47015;BOJAYA;cobro
46978;BOLÍVAR;cobro
47519;BOLÍVAR;cobro
47623;BOLÍVAR;cobro
46996;BOSCONIA;cobro
46795;BOYACÁ;cobro
46594;BRICEÑO;cobro
46820;BRICEÑO;cobro
47384;BUCARASICA;cobro
46702;BUENA VISTA;cobro
47062;BUENAVISTA;cobro
47431;BUENAVISTA;cobro
47548;BUENAVISTA;cobro
46955;BUENOS AIRES;cobro
47349;BUESACO;cobro
47609;BUGALAGRANDE;cobro
46612;BURITICÁ;cobro
46871;BUSBANZÁ;cobro
47161;CABRERA;cobro
47483;CABRERA;cobro
47311;CABUYARO;cobro
47191;CACAHUAL;cobro
46570;CÁCERES;cobro
47173;CACHIPAY;cobro
47189;CÁCHIRA;cobro
47404;CÁCOTA;cobro
46652;CAICEDO;cobro
47634;CAICEDONIA;cobro
47557;CAIMITO;cobro
47583;CAJAMARCA;cobro
46947;CAJIBÍO;cobro
46682;CALAMAR;cobro
47199;CALAMAR;cobro
47281;CALARCÁ;cobro
46967;CALDONO;cobro
47505;CALIFORNIA;cobro
47610;CALIMA;cobro
46956;CALOTO;cobro
46595;CAMPAMENTO;cobro
46698;CAMPO DE LA CRUZ;cobro
47214;CAMPOALEGRE;cobro
46790;CAMPOHERMOSO;cobro
47052;CANALETE;cobro
46613;CAÑASGORDAS;cobro
46692;CANTAGALLO;cobro
47089;CAPARRAPÍ;cobro
47468;CAPITANEJO;cobro
46749;CÁQUEZA;cobro
46653;CARAMANTA;cobro
47469;CARCASÍ;cobro
46672;CAREPA;cobro
47344;CARMEN DE APICALA;cobro
47180;CARMEN DE CARUPA;cobro
46741;CARMEN DEL DARIEN;cobro
47602;CAROLINA DEL PRÍNCIPE;cobro
46914;CARTAGENA DEL CHAIRÁ;cobro
47640;CARURU;cobro
47599;CASABIANCA;cobro
47302;CASTILLA LA NUEVA;cobro
